SERIAL_NUMBER,USE_TIME,FAIL
X1000_20221110_24,2022-12-11 15:44:27,0.0
X1000_20221110_11,2023-01-15 09:05:09,0.0
X1000_20221110_66,2023-01-02 13:40:38,0.0
X1000_20221110_13,2023-01-11 17:22:35,0.0
X1000_20221110_8,2023-02-01 08:17:57,0.0
X1000_20221110_87,,
X1000_20221110_5,2023-01-28 10:38:04,0.0
X1000_20221110_31,2023-01-26 16:37:05,0.0
X1000_20221110_37,2023-01-07 10:27:32,0.0
X1000_20221110_29,2022-12-22 08:01:59,0.0
X1000_20221110_74,2023-01-01 19:47:14,0.0
X1000_20221110_89,2022-12-01 17:23:41,0.0
X1000_20221110_83,2022-12-03 08:04:58,0.0
X1000_20221110_60,2022-12-26 17:13:24,0.0
X1000_20221111_33,2022-12-03 18:24:56,0.0
X1000_20221111_85,2022-12-06 16:34:14,0.0
X1000_20221111_30,2023-01-18 18:36:49,0.0
X1000_20221111_22,2023-01-19 17:57:52,0.0
X1000_20221111_84,2023-01-27 11:45:29,0.0
X1000_20221111_80,2022-12-18 18:13:27,0.0
X1000_20221111_14,2023-01-12 19:07:03,0.0
X1000_20221111_17,2023-01-15 14:17:49,0.0
X1000_20221111_49,2022-12-04 10:21:59,0.0
X1000_20221111_20,2023-01-21 12:45:20,0.0
X1000_20221111_53,2022-12-14 14:44:33,0.0
X1000_20221111_26,2022-12-18 14:10:05,0.0
X1000_20221111_77,2023-01-29 11:35:32,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20221111_51,2023-01-16 18:06:30,1.0
X1000_20221111_37,2022-12-22 11:25:23,0.0
X1000_20221111_40,2023-01-19 11:22:36,0.0
X1000_20221111_83,2022-12-28 16:20:28,0.0
X1000_20221111_86,2023-01-04 17:21:31,0.0
X1000_20221111_79,2023-01-01 12:24:43,0.0
X1000_20221111_28,2023-01-07 13:11:58,0.0
X1000_20221111_32,2023-01-05 11:17:50,0.0
X1000_20221111_39,2023-02-12 10:18:37,0.0
X1000_20221111_24,2022-12-12 12:02:50,0.0
X1000_20221111_42,2023-01-10 15:43:45,0.0
X1000_20221111_15,2022-12-03 10:06:35,0.0
X1000_20221111_47,2023-02-08 10:56:13,0.0
X1000_20221111_60,2022-12-27 15:53:54,0.0
X1000_20221111_12,2023-02-04 11:08:52,0.0
X1000_20221111_58,2023-02-07 18:11:23,0.0
X1000_20221111_1,2023-02-16 09:54:07,0.0
X1000_20221111_19,,
X1000_20221111_34,2023-02-06 15:07:10,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20221111_31,2022-12-15 10:22:37,1.0
X1000_20221111_73,2023-01-31 16:41:19,0.0
X1000_20221111_21,2023-02-07 14:36:32,0.0
X1000_20221111_74,2023-01-21 17:52:20,0.0
X1000_20221111_44,2023-01-11 19:03:27,0.0
X1000_20221111_69,2022-12-23 12:41:09,0.0
X1000_20221111_45,2023-01-26 09:26:09,0.0
X1000_20221111_72,2023-01-19 14:58:49,0.0
X1000_20221111_63,2022-12-12 12:24:27,0.0
X1000_20221111_3,2023-01-14 12:44:27,0.0
X1000_20221111_7,2023-01-08 12:29:32,0.0
X1000_20221111_48,,
X1000_20221111_62,2023-02-23 17:38:45,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20221111_8,2023-01-13 14:51:42,0.0
X1000_20221111_71,2023-02-01 09:19:01,0.0
X1000_20221111_13,2023-01-15 09:57:37,1.0
X1000_20221111_41,2023-01-12 17:55:05,0.0
X1000_20221111_76,2023-01-06 19:52:45,1.0
X1000_20221111_75,2023-01-04 08:04:24,0.0
X1000_20221111_46,2023-01-03 12:08:31,0.0
X1000_20221111_23,2023-02-12 15:25:01,0.0
X1000_20221111_88,2023-02-03 19:51:59,0.0
X1000_20221111_35,2023-01-20 14:30:24,0.0
X1000_20221111_54,2023-01-23 08:03:24,0.0
X1000_20221111_82,,
,,
X1000_20221111_2,2023-01-13 19:12:33,0.0
X1000_20221111_16,2022-12-29 14:41:15,0.0
X1000_20221111_4,2023-01-28 17:17:08,1.0
X1000_20221111_25,2023-02-22 08:37:44,0.0
X1000_20221111_5,2023-01-24 17:15:24,1.0
X1000_20221111_11,2023-01-29 13:44:24,0.0
X1000_20221111_78,2023-01-10 13:09:42,1.0
X1000_20221111_64,2023-01-14 19:39:29,0.0
X1000_20221111_36,2023-02-20 12:11:41,0.0
X1000_20221111_68,2023-01-22 15:10:01,0.0
X1000_20221111_67,2023-01-27 14:44:51,0.0
X1000_20221111_57,2023-02-05 09:39:18,0.0
X1000_20221111_27,2022-12-30 16:09:31,0.0
X1000_20221112_15,2022-12-31 09:44:56,1.0
X1000_20221112_87,2022-12-09 19:21:52,0.0
X1000_20221112_84,2023-01-31 12:11:30,0.0
X1000_20221112_19,2023-01-11 17:02:59,0.0
X1000_20221112_10,2023-02-11 19:41:59,0.0
X1000_20221112_4,2023-01-21 16:52:59,0.0
X1000_20221112_73,2022-12-21 09:00:33,0.0
X1000_20221112_11,2022-12-27 19:19:01,0.0
X1000_20221112_43,2023-02-08 17:09:05,0.0
X1000_20221112_46,2022-12-25 13:06:08,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20221112_53,2022-12-14 10:02:27,0.0
X1000_20221112_31,2022-12-03 13:35:42,0.0
X1000_20221112_5,2023-01-19 12:53:26,0.0
X1000_20221112_80,2022-12-03 17:03:56,0.0
X1000_20221112_24,2023-02-03 13:42:23,0.0
X1000_20221112_79,2023-01-15 16:05:02,0.0
X1000_20221112_27,2023-01-13 08:43:38,0.0
X1000_20221112_62,2022-12-21 16:56:47,0.0
X1000_20221112_35,2023-01-06 11:04:58,0.0
X1000_20221112_1,,
X1000_20221112_30,2023-01-09 16:14:39,0.0
X1000_20221112_13,2022-12-21 17:09:47,0.0
X1000_20221112_61,2022-12-28 12:00:04,0.0
X1000_20221112_18,2022-12-28 14:04:09,0.0
X1000_20221112_26,2022-12-27 16:23:37,0.0
X1000_20221112_3,2023-01-30 08:06:08,0.0
X1000_20221112_45,2022-12-24 12:10:12,0.0
X1000_20221112_60,2023-01-21 18:20:54,0.0
X1000_20221112_20,,
X1000_20221112_6,2022-12-26 10:15:14,0.0
X1000_20221112_39,2023-01-16 12:03:45,1.0
X1000_20221112_22,2023-02-20 13:49:45,0.0
X1000_20221112_65,2023-01-17 19:07:45,0.0
X1000_20221112_17,2023-01-08 09:23:25,0.0
X1000_20221112_40,2023-01-24 12:32:27,0.0
X1000_20221112_8,2023-01-23 16:38:22,0.0
X1000_20221112_75,2022-12-22 19:23:43,0.0
X1000_20221112_52,2023-01-11 09:11:12,0.0
X1000_20221112_33,2022-12-31 16:29:42,0.0
X1000_20221112_23,2022-12-25 08:10:09,1.0
X1000_20221112_57,2023-02-14 14:09:38,0.0
X1000_20221112_14,2023-02-07 16:44:24,0.0
X1000_20221112_72,2023-01-02 15:52:36,0.0
,,
X1000_20221112_49,2023-01-18 15:33:40,0.0
X1000_20221112_81,2022-12-29 09:56:37,0.0
X1000_20221112_78,2023-01-27 08:14:59,0.0
X1000_20221112_74,2022-12-28 09:26:01,0.0
X1000_20221112_66,2022-12-28 15:51:37,0.0
X1000_20221112_21,2022-12-13 11:32:57,0.0
X1000_20221112_69,,
X1000_20221112_41,2023-02-04 18:21:51,0.0
X1000_20221112_48,2023-01-12 14:40:54,0.0
X1000_20221112_68,2023-01-13 14:22:02,0.0
X1000_20221112_16,2023-01-10 15:05:03,0.0
X1000_20221112_70,2023-01-27 16:49:55,0.0
X1000_20221112_83,2023-01-06 18:52:35,0.0
X1000_20221112_59,2023-01-08 18:12:49,0.0
X1000_20221112_47,2022-12-18 12:46:27,0.0
X1000_20221112_82,2022-12-30 09:09:40,0.0
X1000_20221112_86,2023-01-10 09:16:08,0.0
X1000_20221112_25,2023-01-12 18:56:36,0.0
X1000_20221112_51,2022-12-24 14:59:05,0.0
X1000_20221112_58,2023-01-03 16:24:46,0.0
X1000_20221112_76,2023-01-25 16:12:04,0.0
X1000_20221112_77,2022-12-28 08:23:42,0.0
X1000_20221112_38,2022-12-23 10:03:27,1.0
X1000_20221112_2,2023-02-10 18:55:41,0.0
X1000_20221112_12,2023-02-05 15:24:58,0.0
X1000_20221112_54,2023-01-04 14:56:03,0.0
X1000_20221112_55,2022-12-17 18:03:02,0.0
X1000_20221112_9,2023-01-15 17:06:47,0.0
X1000_20221112_56,2023-01-22 18:57:45,0.0
X1000_20221112_29,2022-12-29 13:51:44,0.0
X1000_20221113_8,2022-12-04 09:57:34,0.0
X1000_20221113_27,2022-12-23 11:51:39,0.0
X1000_20221113_54,2023-01-17 17:02:34,0.0
X1000_20221113_35,2023-01-27 15:41:05,0.0
X1000_20221113_68,2023-01-26 10:39:33,0.0
X1000_20221113_31,2022-12-09 19:16:53,0.0
X1000_20221113_2,2023-01-01 13:12:43,0.0
X1000_20221113_25,2023-01-07 15:12:26,0.0
X1000_20221113_20,2022-12-24 09:33:31,0.0
X1000_20221113_88,2022-12-12 11:19:19,0.0
X1000_20221113_64,2023-01-31 17:56:43,0.0
X1000_20221113_18,2023-01-11 11:38:30,0.0
X1000_20221113_49,2023-02-06 11:18:15,0.0
X1000_20221113_71,2022-12-19 13:14:09,0.0
X1000_20221113_51,2022-12-25 13:36:52,0.0
,,
X1000_20221113_44,2023-01-18 13:48:02,0.0
X1000_20221113_14,2023-01-01 09:45:40,0.0
,,
X1000_20221113_87,2023-02-01 14:08:27,0.0
X1000_20221113_53,2023-01-28 18:43:55,0.0
X1000_20221113_16,2023-01-15 08:53:10,0.0
X1000_20221113_75,2023-01-01 12:21:47,0.0
X1000_20221113_77,2023-02-08 11:11:54,0.0
X1000_20221113_72,,
X1000_20221113_93,2023-01-18 19:31:04,0.0
X1000_20221113_26,2023-02-02 18:00:06,0.0
X1000_20221113_28,2023-02-09 16:36:19,0.0
X1000_20221113_46,2023-01-17 14:08:08,0.0
X1000_20221113_4,2023-02-17 19:07:24,0.0
X1000_20221113_52,2022-12-20 10:17:55,0.0
X1000_20221113_22,2023-01-26 17:04:56,1.0
X1000_20221113_65,2022-12-19 17:37:50,0.0
X1000_20221113_92,2023-01-17 14:26:50,0.0
X1000_20221113_55,2022-12-28 12:46:38,0.0
,,
X1000_20221113_39,2023-01-17 12:27:05,0.0
X1000_20221113_70,2023-02-01 11:29:05,0.0
X1000_20221113_61,2023-01-15 11:18:42,0.0
X1000_20221113_94,2023-01-26 13:25:52,1.0
X1000_20221113_40,2023-01-22 14:22:56,0.0
X1000_20221113_6,2022-12-27 09:25:04,0.0
X1000_20221113_15,2023-01-12 12:33:00,0.0
X1000_20221113_3,2023-01-28 10:29:16,0.0
X1000_20221113_29,2023-01-11 15:57:18,0.0
X1000_20221113_30,2023-02-03 13:03:40,0.0
X1000_20221113_58,2022-12-27 15:31:21,0.0
X1000_20221113_57,2023-01-25 13:20:02,0.0
X1000_20221113_13,2022-12-23 18:07:29,0.0
X1000_20221113_86,2023-01-10 08:05:32,0.0
X1000_20221113_79,2023-01-20 19:34:04,0.0
X1000_20221113_82,2022-12-28 18:54:20,0.0
X1000_20221113_7,2023-01-27 13:48:00,0.0
X1000_20221113_12,2023-01-30 10:07:11,0.0
X1000_20221113_36,2023-01-12 14:58:05,1.0
X1000_20221113_67,2022-12-11 16:24:25,0.0
X1000_20221113_62,2023-01-06 08:04:32,0.0
X1000_20221113_21,2023-02-02 17:22:52,0.0
X1000_20221113_76,2023-01-17 17:12:00,0.0
X1000_20221113_1,2023-01-31 12:40:37,1.0
X1000_20221113_59,2023-01-07 18:33:23,0.0
X1000_20221113_23,2023-01-26 09:42:21,0.0
X1000_20221113_34,2023-01-01 12:08:49,0.0
X1000_20221113_17,2023-02-04 17:40:45,0.0
X1000_20221113_9,2023-01-31 08:16:24,0.0
X1000_20221113_24,2023-01-28 08:08:10,0.0
X1000_20221113_43,2023-01-15 17:23:52,0.0
X1000_20221113_63,,
X1000_20221113_66,2023-01-26 19:47:41,0.0
X1000_20221113_5,2022-12-17 15:36:07,0.0
X1000_20221113_84,2023-02-15 18:16:24,0.0
X1000_20221113_83,2022-12-30 17:46:09,0.0
X1000_20221114_52,2023-01-04 09:33:05,0.0
X1000_20221114_82,2022-12-25 10:15:08,0.0
X1000_20221114_88,2022-12-17 14:31:04,0.0
X1000_20221114_34,2022-12-26 11:35:02,0.0
X1000_20221114_43,2023-02-10 14:37:22,0.0
X1000_20221114_89,2023-01-18 13:46:10,1.0
X1000_20221114_28,2023-02-23 19:12:12,0.0
X1000_20221114_63,2022-12-31 12:24:08,0.0
X1000_20221114_2,2022-12-19 18:43:36,0.0
X1000_20221114_50,,
X1000_20221114_80,2023-02-19 19:59:09,0.0
X1000_20221114_31,2023-01-25 10:00:42,0.0
X1000_20221114_27,2022-12-16 18:32:40,0.0
X1000_20221114_42,2023-01-04 12:07:14,0.0
X1000_20221114_69,2022-12-23 18:13:15,0.0
X1000_20221114_25,2023-02-19 17:50:31,0.0
X1000_20221114_5,2023-02-22 08:31:50,0.0
X1000_20221114_91,,
X1000_20221114_22,2022-12-29 14:01:01,0.0
X1000_20221114_74,2023-01-24 18:37:34,0.0
X1000_20221114_58,2022-12-24 15:00:18,0.0
X1000_20221114_67,2023-01-08 18:48:47,0.0
X1000_20221114_26,2023-01-28 09:43:28,0.0
X1000_20221114_86,2023-01-09 17:55:50,0.0
X1000_20221114_54,2023-02-16 08:11:20,0.0
X1000_20221114_84,2023-01-23 09:13:16,0.0
X1000_20221114_68,2023-01-26 10:49:54,0.0
X1000_20221114_23,2022-12-21 13:53:36,0.0
X1000_20221114_14,2023-01-07 12:11:06,0.0
X1000_20221114_41,2023-01-11 14:49:41,0.0
X1000_20221114_38,2023-01-19 10:32:58,0.0
X1000_20221114_33,2022-12-23 14:26:05,0.0
X1000_20221114_60,2023-01-08 15:26:48,0.0
X1000_20221114_37,2023-01-09 14:09:23,0.0
X1000_20221114_87,2023-01-06 11:28:07,0.0
X1000_20221114_70,2023-01-11 11:19:58,0.0
X1000_20221114_29,2023-01-22 17:29:02,0.0
X1000_20221114_40,2023-01-23 16:48:16,0.0
X1000_20221114_49,2023-02-06 09:14:23,0.0
X1000_20221114_12,,
X1000_20221114_90,2023-01-08 13:43:41,0.0
X1000_20221114_85,,
X1000_20221114_47,2023-02-11 14:37:28,1.0
X1000_20221114_45,2022-12-26 12:18:08,0.0
X1000_20221114_21,2023-01-07 19:55:58,0.0
X1000_20221114_8,2023-01-28 10:40:58,0.0
X1000_20221114_39,2023-02-02 08:09:58,0.0
X1000_20221114_20,2023-02-10 08:22:27,0.0
X1000_20221114_78,2023-01-05 13:02:38,0.0
X1000_20221114_73,2023-03-05 18:11:01,0.0
X1000_20221114_51,2023-01-13 10:44:22,0.0
,,
X1000_20221114_72,2023-01-03 13:37:46,0.0
X1000_20221114_1,2023-01-15 17:04:21,0.0
X1000_20221114_64,2022-12-26 10:51:43,0.0
X1000_20221114_7,2023-01-04 11:46:47,0.0
X1000_20221114_79,2022-12-28 13:14:38,0.0
X1000_20221114_6,2023-01-03 14:18:35,0.0
X1000_20221114_53,2023-01-23 16:03:04,0.0
X1000_20221114_19,2023-01-08 09:15:36,0.0
X1000_20221114_66,2022-12-24 17:51:09,0.0
X1000_20221114_3,2023-01-22 18:44:12,0.0
X1000_20221114_48,2023-02-14 16:58:22,0.0
X1000_20221114_59,2023-01-09 14:59:22,0.0
X1000_20221114_11,2022-12-28 12:42:42,1.0
X1000_20221114_30,2023-02-08 09:28:47,0.0
X1000_20221114_10,2023-01-05 11:04:10,0.0
X1000_20221114_9,2023-02-06 09:48:44,0.0
X1000_20221114_76,2023-01-20 08:59:51,0.0
X1000_20221114_62,2023-01-16 14:30:25,0.0
X1000_20221114_4,2023-01-26 19:06:58,0.0
X1000_20221114_44,2023-02-09 18:04:33,0.0
X1000_20221115_75,2022-12-06 13:06:48,0.0
X1000_20221115_50,2023-01-17 08:12:53,0.0
X1000_20221115_91,2023-01-01 09:00:15,0.0
X1000_20221115_88,2022-12-20 16:12:45,0.0
X1000_20221115_64,2023-01-11 12:41:26,0.0
X1000_20221115_92,2022-12-06 16:45:51,0.0
X1000_20221115_39,2023-01-01 10:18:52,0.0
,,
X1000_20221115_32,2023-01-15 17:11:38,0.0
X1000_20221115_11,2023-01-12 09:15:27,0.0
X1000_20221115_43,2023-01-11 13:35:00,0.0
X1000_20221115_77,2022-12-28 19:55:03,0.0
X1000_20221115_83,2022-12-24 17:48:53,0.0
X1000_20221115_33,2023-01-21 10:39:57,0.0
X1000_20221115_9,2023-02-26 15:59:29,0.0
X1000_20221115_46,2023-02-15 12:14:52,0.0
X1000_20221115_25,2023-01-13 11:13:34,0.0
X1000_20221115_15,2023-01-22 18:57:28,0.0
X1000_20221115_35,2023-01-30 18:34:33,0.0
X1000_20221115_85,2023-01-24 18:21:34,0.0
X1000_20221115_45,2023-01-23 19:42:04,1.0
X1000_20221115_73,2023-01-21 08:05:56,0.0
X1000_20221115_18,2022-12-18 19:16:51,0.0
X1000_20221115_63,2022-12-14 10:45:13,0.0
X1000_20221115_81,2023-01-29 14:18:43,0.0
X1000_20221115_93,2023-01-30 10:34:40,0.0
X1000_20221115_42,2023-02-13 13:16:43,0.0
X1000_20221115_72,2023-02-10 08:41:40,0.0
X1000_20221115_60,2023-01-16 09:23:36,0.0
X1000_20221115_26,2023-01-16 18:17:39,0.0
X1000_20221115_41,2022-12-29 13:49:38,0.0
X1000_20221115_31,2022-12-25 17:28:48,0.0
X1000_20221115_94,2023-01-21 19:01:04,0.0
X1000_20221115_89,2023-01-21 13:05:41,0.0
X1000_20221115_7,2023-01-03 18:04:22,0.0
X1000_20221115_79,2023-01-09 10:03:39,0.0
X1000_20221115_59,2022-12-26 11:19:57,0.0
X1000_20221115_29,2023-01-28 15:42:15,0.0
X1000_20221115_71,2022-12-08 13:30:02,0.0
,,
X1000_20221115_4,2022-12-29 14:58:33,0.0
X1000_20221115_16,2023-01-04 13:15:34,0.0
X1000_20221115_55,2023-03-06 08:43:32,0.0
X1000_20221115_27,2023-01-13 08:50:24,0.0
X1000_20221115_3,2023-02-14 16:06:12,0.0
X1000_20221115_13,2022-12-21 08:55:05,0.0
X1000_20221115_78,2023-01-04 14:03:18,0.0
X1000_20221115_84,2023-01-02 14:15:37,0.0
X1000_20221115_17,2023-01-05 11:13:27,0.0
X1000_20221115_5,2023-01-06 15:02:34,0.0
X1000_20221115_1,2023-01-21 19:09:27,0.0
X1000_20221115_8,2022-12-25 16:40:24,0.0
X1000_20221115_28,2022-12-25 14:59:10,0.0
X1000_20221115_76,2023-02-25 13:01:57,0.0
X1000_20221115_86,2023-01-03 16:26:10,0.0
X1000_20221115_20,2023-01-13 17:13:09,0.0
X1000_20221115_62,2023-01-01 13:27:39,0.0
X1000_20221115_58,2022-12-06 11:33:39,0.0
X1000_20221115_24,2022-12-16 15:26:01,0.0
X1000_20221115_38,2023-02-04 14:06:09,0.0
X1000_20221115_34,2023-01-22 17:45:41,0.0
X1000_20221115_68,2023-01-15 10:56:51,0.0
X1000_20221115_87,2022-12-27 15:26:14,0.0
X1000_20221115_70,2023-01-06 12:44:02,0.0
X1000_20221115_65,2022-12-22 11:43:09,0.0
X1000_20221115_66,2023-01-11 12:44:43,0.0
X1000_20221115_80,2023-01-26 15:51:11,1.0
X1000_20221115_47,2023-01-28 17:35:52,1.0
X1000_20221115_56,2022-12-24 08:14:38,0.0
X1000_20221115_23,2023-01-19 16:10:40,0.0
X1000_20221115_14,2023-02-24 14:33:45,0.0
X1000_20221116_87,2023-01-12 17:07:31,0.0
X1000_20221116_1,2023-01-30 18:11:17,0.0
X1000_20221116_36,2023-01-21 15:15:32,0.0
X1000_20221116_45,2023-02-18 10:11:57,0.0
X1000_20221116_47,2023-01-05 18:49:25,0.0
X1000_20221116_66,2023-01-14 16:26:02,0.0
X1000_20221116_93,2022-12-08 18:19:46,0.0
X1000_20221116_10,2023-01-12 09:44:49,0.0
X1000_20221116_46,,
X1000_20221116_84,2022-12-26 08:51:55,0.0
X1000_20221116_39,2023-01-23 15:29:12,0.0
X1000_20221116_30,2023-01-17 17:25:04,0.0
X1000_20221116_38,2023-02-19 18:41:37,0.0
X1000_20221116_28,2023-01-18 14:48:02,0.0
X1000_20221116_5,2022-12-07 18:43:42,0.0
X1000_20221116_89,2023-01-06 08:28:32,0.0
X1000_20221116_68,2023-01-20 13:22:17,0.0
X1000_20221116_50,2023-01-21 10:47:07,0.0
X1000_20221116_57,2023-01-10 10:22:12,0.0
X1000_20221116_27,2023-01-10 16:39:00,1.0
X1000_20221116_54,2022-12-25 15:00:50,0.0
X1000_20221116_85,2023-03-06 12:20:34,0.0
X1000_20221116_18,2023-02-03 10:49:32,0.0
X1000_20221116_49,2022-12-28 19:20:16,0.0
X1000_20221116_56,2022-12-07 19:41:24,0.0
X1000_20221116_77,2022-12-28 18:49:48,0.0
X1000_20221116_53,2023-01-06 16:32:27,0.0
X1000_20221116_16,2023-01-17 08:59:25,0.0
X1000_20221116_6,2023-01-28 13:46:43,0.0
X1000_20221116_19,,
X1000_20221116_43,2023-01-22 19:17:38,0.0
X1000_20221116_59,2023-01-11 15:07:42,0.0
X1000_20221116_55,2022-12-22 13:10:55,0.0
X1000_20221116_22,2023-01-13 14:55:05,0.0
X1000_20221116_21,2023-01-14 15:24:38,0.0
X1000_20221116_62,2023-02-09 08:28:20,0.0
X1000_20221116_9,2023-01-12 15:20:57,0.0
X1000_20221116_48,2023-01-03 18:40:44,0.0
X1000_20221116_34,2022-12-22 12:28:40,0.0
X1000_20221116_92,2023-02-07 09:55:52,0.0
X1000_20221116_2,2023-01-17 14:22:32,0.0
X1000_20221116_58,2023-01-15 13:27:17,0.0
X1000_20221116_65,2022-12-23 08:35:23,0.0
X1000_20221116_15,2023-01-10 11:18:49,0.0
X1000_20221116_71,2023-01-10 16:32:26,1.0
X1000_20221116_3,2023-03-13 12:48:58,0.0
X1000_20221116_41,2023-01-25 14:11:51,0.0
X1000_20221116_81,2022-12-17 14:19:32,0.0
X1000_20221116_82,2023-02-10 16:16:14,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20221116_75,2023-01-30 11:30:07,0.0
,,
X1000_20221116_72,2023-01-17 13:40:43,0.0
X1000_20221116_91,2023-01-15 15:44:37,0.0
X1000_20221116_83,2023-01-13 11:11:23,0.0
X1000_20221116_69,2023-01-27 18:22:45,0.0
X1000_20221116_29,2023-01-27 11:37:43,0.0
X1000_20221116_25,2023-01-16 13:41:50,1.0
X1000_20221116_67,2023-01-17 19:03:04,0.0
X1000_20221116_88,2023-01-15 08:05:35,0.0
X1000_20221116_94,2023-01-12 19:58:01,0.0
X1000_20221116_31,2023-01-02 11:14:40,0.0
X1000_20221116_44,2022-12-24 09:25:54,0.0
X1000_20221116_42,2023-01-24 16:43:14,0.0
X1000_20221116_24,2023-01-05 19:15:51,0.0
X1000_20221116_61,2022-12-20 10:21:16,0.0
X1000_20221116_13,2023-01-18 09:07:28,0.0
X1000_20221116_79,2023-01-11 14:26:37,0.0
X1000_20221116_26,2023-01-10 12:05:20,0.0
X1000_20221116_74,2023-02-02 10:21:18,0.0
X1000_20221116_80,2023-01-05 09:38:36,1.0
X1000_20221116_14,2023-01-04 18:45:24,0.0
X1000_20221116_63,2022-12-15 16:25:23,0.0
X1000_20221116_33,2023-02-11 14:38:24,0.0
X1000_20221116_64,2023-01-04 10:54:21,0.0
X1000_20221116_60,2022-12-17 12:18:33,0.0
,,
,,
X1000_20221116_76,2023-01-22 16:00:41,0.0
X1000_20221117_33,2023-01-10 15:33:58,0.0
X1000_20221117_22,2022-12-12 14:25:09,0.0
X1000_20221117_9,2023-01-14 14:18:18,0.0
X1000_20221117_17,2022-12-21 15:30:24,0.0
X1000_20221117_81,2022-12-26 16:35:22,0.0
X1000_20221117_27,2023-01-25 16:51:54,0.0
X1000_20221117_60,2023-01-24 17:46:05,0.0
X1000_20221117_23,2023-01-21 14:22:02,0.0
X1000_20221117_44,2023-02-24 12:53:40,0.0
X1000_20221117_38,2023-02-07 16:31:22,0.0
X1000_20221117_90,2023-01-18 19:48:20,0.0
X1000_20221117_8,2023-01-18 14:31:57,0.0
X1000_20221117_54,2022-12-08 18:19:26,0.0
X1000_20221117_56,2023-01-30 10:50:14,0.0
X1000_20221117_30,2022-12-08 12:10:25,0.0
X1000_20221117_61,2023-01-12 12:35:01,0.0
X1000_20221117_4,2023-01-14 10:44:28,0.0
X1000_20221117_26,2023-01-15 12:27:03,1.0
X1000_20221117_21,2022-12-12 10:33:45,0.0
X1000_20221117_12,2023-02-07 15:56:20,1.0
X1000_20221117_41,2023-01-18 15:19:10,1.0
X1000_20221117_39,2022-12-21 10:07:01,0.0
X1000_20221117_40,2022-12-13 18:10:31,0.0
X1000_20221117_25,2023-01-22 12:57:04,0.0
X1000_20221117_71,2023-01-04 10:37:54,0.0
X1000_20221117_87,2022-12-10 19:36:28,0.0
X1000_20221117_55,2023-01-17 09:07:30,0.0
X1000_20221117_3,2023-02-16 18:24:30,0.0
X1000_20221117_15,2023-01-18 13:51:55,0.0
X1000_20221117_76,2023-02-01 16:20:32,1.0
X1000_20221117_43,2023-02-01 08:46:39,0.0
X1000_20221117_73,2023-01-07 14:35:12,0.0
X1000_20221117_6,2022-12-28 15:50:29,0.0
X1000_20221117_89,2023-01-19 10:51:42,0.0
X1000_20221117_49,2023-01-20 13:56:23,0.0
X1000_20221117_63,2023-02-14 13:44:58,0.0
X1000_20221117_77,2022-12-22 09:36:25,0.0
X1000_20221117_88,2023-01-02 16:07:10,0.0
X1000_20221117_83,2023-01-15 13:02:17,0.0
X1000_20221117_2,2023-01-15 15:01:21,0.0
X1000_20221117_72,2023-01-14 19:27:16,0.0
X1000_20221117_34,2023-02-02 10:22:42,0.0
X1000_20221117_58,2022-12-31 15:59:16,0.0
X1000_20221117_84,2023-01-29 10:57:07,0.0
X1000_20221117_24,2022-12-30 12:27:49,0.0
X1000_20221117_53,2022-12-26 17:18:50,0.0
X1000_20221117_78,2022-12-23 19:18:57,0.0
X1000_20221117_62,2022-12-21 10:04:03,0.0
X1000_20221117_47,2023-01-16 10:43:04,0.0
X1000_20221117_57,2023-01-29 10:59:48,0.0
X1000_20221117_18,2023-01-17 11:49:39,0.0
X1000_20221117_16,2023-01-24 08:52:18,0.0
X1000_20221117_29,2023-01-06 19:56:40,0.0
X1000_20221117_42,2023-01-19 09:15:00,0.0
X1000_20221117_85,2022-12-10 17:00:00,0.0
X1000_20221117_45,2023-01-30 11:39:23,0.0
X1000_20221117_1,2023-01-02 11:41:57,0.0
X1000_20221117_65,2023-02-14 16:57:02,0.0
X1000_20221117_66,2023-01-30 11:55:31,0.0
X1000_20221117_11,2023-01-17 14:00:07,0.0
X1000_20221117_80,2023-01-19 08:09:04,0.0
X1000_20221117_31,2023-01-03 08:27:26,0.0
X1000_20221117_68,2023-01-14 16:52:20,0.0
X1000_20221117_52,,
X1000_20221117_69,2022-12-14 13:19:57,1.0
X1000_20221117_51,2023-02-12 12:41:35,0.0
X1000_20221117_74,2023-01-20 09:26:24,0.0
X1000_20221117_35,2023-01-05 12:40:04,0.0
X1000_20221117_46,2023-01-13 17:40:03,0.0
X1000_20221117_50,2023-02-06 12:11:03,0.0
X1000_20221117_19,2023-01-19 18:00:25,0.0
X1000_20221117_10,2023-01-13 13:27:40,0.0
X1000_20221117_37,,
X1000_20221117_5,2023-02-08 08:40:48,1.0
X1000_20221117_13,2022-12-08 18:59:17,0.0
X1000_20221117_28,2023-01-21 16:05:18,0.0
X1000_20221117_59,2022-12-17 09:34:47,0.0
X1000_20221118_28,2022-12-30 13:37:11,0.0
X1000_20221118_20,2022-12-10 10:41:12,1.0
X1000_20221118_6,2023-01-17 11:55:39,0.0
